ID_Ra_500prod,Navn,DSK Kategori,Name,DSK Category,Unit,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Total kg CO2-eq/kg,Energi (KJ/100 g),Fedt (g/100 g),Kulhydrat (g/100 g),Protein (g/100 g),Data sources,Comments,"GPC brick no, level 4",ID_food,ID_pack,ID_retail,GPC Category,GPC Kategori,"GPC brick no, level 4",,"GPC brick no, level 1",,"GPC brick no, level 2",,"GPC brick no, level 3",,Ekstra kategorier
Ra00031,"Rugbrød, fuldkorn, industrifremstillet",Brød/bageartikler,"Rye bread, dark, whole grains, industrially produced",Bread/bakery products,kg,0.27,0.03,0.17,0.04,0.09,0.01,0.62,843,1.4,36.5,5.5,Data on inputs and outputs of the food processing industry is modelled using: Jensen and Arlbjørn (2014).,It has been assumed that the food processing industry is located in Denmark. Data from Jensen and Arlbjørn (2014). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000164,Fa0002,Pa001,Ma0332,Bread/bakery products,Brød/bageartikler,10000164,Bread (Perishable),50000000,Food/Beverage/Tobacco,50180000,Bread/Bakery Products,50181900,Bread,
Ra00032,"Rugbrød, revet, med brunt sukker, uspec.",Brød/bageartikler,"Rye bread crumbs with brown sugar, average values",Bread/bakery products,kg,0.83,-0.01,0.55,0.04,0.14,0.01,1.56,1473,2,71.2,6.5,"Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020a); Open Food Facts (2020b); Jensen JK, Arlbjørn JS (2014); DTU (2019).","It has been assumed that the food processing industry is located in Denmark. Assumed as rye crispbread, only adding sugar content according to FRIDA database (40 g/100 g) (DTU 2019). Rye crispbread is toasted bread (baking fresh bread for a second time to obtain toasted bread). The input is fresh bread, calculated based on the moisture loss from fresh to toasted according to two products in Open Food Facts (2020a, 2020b). Manufacturing data assumed same as fresh bread from Jensen and Arlbjørn (2014). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000165,Fa0004,Pa001,Ma0332,Bread/bakery products,Brød/bageartikler,10000165,Bread (Shelf Stable),50000000,Food/Beverage/Tobacco,50180000,Bread/Bakery Products,50181900,Bread,
Ra00033,"Cornflakes, uspec.",Korn-/gryn-/bælgfrugtprodukter,"Corn flakes, average values",Cereal/grain/pulse products,kg,0.43,0.02,0.37,0.58,0.11,0.01,1.51,1586,1.4,82,7.5,Data on inputs and outputs of the food processing industry is modelled using: Noya et al. (2018).,"It has been assumed that the food processing industry is located in Denmark. The recipe for corn flakes is based on the corn content in Kelloggs, 88%. This is assumed as corn flour. The remaining 12% is assumed 2/3 sugar and 1/3 salt, which are the main following ingredients. A food loss during production of 2% is assumed, and the input of ingredients is adjusted accordingly. All other inputs are assumed as in biscuits (Noya et al. 2018). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000284,Fa0149,Pa065,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000284,Cereals Products – Ready to Eat (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221200,Processed Cereal Products,
Ra00034,"Müsli, uspec.",Korn-/gryn-/bælgfrugtprodukter,"Breakfast cereal, müsli, average values",Cereal/grain/pulse products,kg,0.54,0.14,0.38,0.58,0.11,0.01,1.76,1704,11.1,56,10.1,Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020s).,It has been assumed that the food processing industry is located in Denmark. Ingredients from a Müsli product commercialized in Spain. The content of all ingredients is specified in % adding up to a total of 94%. The remaining 6 ingredients are assumed to take 1% each. Wheat and rye flakes are modelled as wheat and rye flour. No inputs associated to manufacturing are included. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000284,Fa0155,Pa065,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000284,Cereals Products – Ready to Eat (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221200,Processed Cereal Products,
Ra00035,"Morgenmadsprodukt, Guldkorn",Korn-/gryn-/bælgfrugtprodukter,"Breakfast cereal, Guldkorn",Cereal/grain/pulse products,kg,0.75,0.05,0.61,0.58,0.11,0.01,2.12,1638,1.3,78.1,7.2,Data on inputs and outputs of the food processing industry is modelled using: Noya et al. (2018); Guldkorn (2020); DTU (2019).,"It has been assumed that the food processing industry is located in Denmark. Ingredients are based on the Guldkorn description in its website (Guldkorn 2020) and the FRIDA database nutrient content (DTU 2019). The 5% of ingredients not accounted for is neglected, by scaling the included 95% to 100%. We assume 2% losses during manufacturing. Energy and other inputs for manufacturing approximated from biscuit production in Noya et al. (2018). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000284,Fa0151,Pa065,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000284,Cereals Products – Ready to Eat (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221200,Processed Cereal Products,
Ra00036,"Morgenmadsprodukt, Havrefras",Korn-/gryn-/bælgfrugtprodukter,"Breakfast cereal, Havrefras",Cereal/grain/pulse products,kg,0.44,0.12,0.43,0.58,0.11,0.01,1.70,1601,7.2,56.4,14.2,Data on inputs and outputs of the food processing industry is modelled using: Noya et al. (2018); Nordic Expat Shop (2020).,"It has been assumed that the food processing industry is located in Denmark. No data available on production of Havrefras. The product is approximated with data for corn flakes, changing the main ingredient from corn flour to wholewheat flour. The recipe for corn flakes is based on the corn content in Kelloggs, 88%. This is assumed as corn flour. The remaining 12% is assumed 2/3 sugar and 1/3 salt, which are the main following ingredients. A food loss during production of 2% is assumed, and the input of ingredients is adjusted accordingly. All other inputs are assumed as in biscuits (Noya et al. 2018). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000284,Fa0150,Pa065,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000284,Cereals Products – Ready to Eat (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221200,Processed Cereal Products,
Ra00037,"Smør, saltet",Mælk/æg/erstatningsprodukter,"Butter, salt added",Milk/eggs/substitute products,kg,0.12,0.34,3.16,0.24,0.07,0.00,3.92,3047,81.5,0.6,0.7,Data on inputs and outputs of the food processing industry is modelled using: Nemlig (2020p).,"It has been assumed that the food processing industry is located in Denmark. Based on conversations with ARLA Foods, the marginal demand for butter affects 75% palm oil and 25% milk (modelled in wet weight). No manufacturing inputs included. Salt content is assumed 1.2% as in commercial product in Nemlig (2020p). Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000168,Fa0281,Pa017,Ma0333,Milk/butter/cream/yougurts/cheese/eggs/substitutes,Mælk/smør/fløde/youghurt/ost/æg/erstatningsprodukter,10000168,Butter (Perishable),50000000,Food/Beverage/Tobacco,50130000,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50131900,Butter/Butter Substitutes,
Ra00038,"Smørbart blandingsprodukt, 75% fedt",Mælk/æg/erstatningsprodukter,"Blended spread, 75% fat",Milk/eggs/substitute products,kg,0.05,0.35,3.08,0.24,0.08,0.00,3.80,2820,75.5,1.1,0.5,Data on inputs and outputs of the food processing industry is modelled using: Nilsson et al. (2010).,"It has been assumed that the food processing industry is located in Denmark. Water content calculated as (1 - dry mass content). Dry mass is assumed to contain 50% butter and 50% vegetable-based fat, half from rapeseed oil and half from palm oil. Manufacturing energy assumed as in margarine (Nilsson et al. 2010). Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000168,Fa0282,Pa017,Ma0333,Milk/butter/cream/yougurts/cheese/eggs/substitutes,Mælk/smør/fløde/youghurt/ost/æg/erstatningsprodukter,10000168,Butter (Perishable),50000000,Food/Beverage/Tobacco,50130000,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50131900,Butter/Butter Substitutes,
Ra00039,"Skærekage, chokoladekage/-pie",Brød/bageartikler,"Plain cake, chocolate cake",Bread/bakery products,kg,0.57,0.12,0.92,0.41,0.13,0.00,2.15,1808,23.5,48.8,5.8,Data on inputs and outputs of the food processing industry is modelled using: Konstantas et al. (2019).,"It has been assumed that the food processing industry is located in Denmark. Data from Konstantas et al. (2019). We add 2.7 L tap water input, to balance 2.7 L wastewater produced according to the authors. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000171,Fa0077,Pa028,Ma0333,Bread/bakery products,Brød/bageartikler,10000171,Cakes – Sweet (Perishable),50000000,Food/Beverage/Tobacco,50180000,Bread/Bakery Products,50182000,Sweet Bakery Products,
Ra00040,"Wienerbrød, kanelsnegl",Brød/bageartikler,"Danish pastry, kanelsnegl",Bread/bakery products,kg,0.47,0.10,1.04,0.04,0.11,0.01,1.77,1747,22.5,47.6,4.9,Data on inputs and outputs of the food processing industry is modelled using: BBC (2020a); Konstantas et al. (2019).,"It has been assumed that the food processing industry is located in Denmark. Based on a recipe from BBC (2020a) for raisin swirl pastries. Large egg is assumed tpo weigh 63 g. The reference flow is 1.27 kg which is the sum of the weight of ingredients, no losses are taken into account during baking, however all the ingredient inputs have been multiplied by 1.02 to account for losses during preparation. All other inputs, energy, etc. have been assumed as in cupcakes from Konstantas et al. (2019). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000171,Fa0157,Pa001,Ma0332,Bread/bakery products,Brød/bageartikler,10000171,Cakes – Sweet (Perishable),50000000,Food/Beverage/Tobacco,50180000,Bread/Bakery Products,50182000,Sweet Bakery Products,
Ra00041,"Skærekage, formkage, uspec.",Brød/bageartikler,"Plain cake, average values",Bread/bakery products,kg,0.57,0.12,0.92,0.41,0.13,0.00,2.15,1775,20.2,53.1,5,Data on inputs and outputs of the food processing industry is modelled using: Konstantas et al. (2019).,"It has been assumed that the food processing industry is located in Denmark. Data from Konstantas et al. (2019). We add 2.7 L tap water input, to balance 2.7 L wastewater produced according to the authors. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000171,Fa0077,Pa028,Ma0333,Bread/bakery products,Brød/bageartikler,10000171,Cakes – Sweet (Perishable),50000000,Food/Beverage/Tobacco,50180000,Bread/Bakery Products,50182000,Sweet Bakery Products,
Ra00042,"Flødeskumskage, lagkagesnitte",Brød/bageartikler,"Cream pastry, layer cake",Bread/bakery products,kg,0.57,0.12,0.92,0.41,0.13,0.00,2.15,1264,16.7,34.4,3.3,Data on inputs and outputs of the food processing industry is modelled using: Konstantas et al. (2019).,"It has been assumed that the food processing industry is located in Denmark. Data from Konstantas et al. (2019). We add 2.7 L tap water input, to balance 2.7 L wastewater produced according to the authors. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000171,Fa0077,Pa028,Ma0333,Bread/bakery products,Brød/bageartikler,10000171,Cakes – Sweet (Perishable),50000000,Food/Beverage/Tobacco,50180000,Bread/Bakery Products,50182000,Sweet Bakery Products,
Ra00043,"Kage, trøffelprodukt / koldprodukt, industrifremstillet",Brød/bageartikler,"Cookie, truffle product / unbaked, industrially produced",Bread/bakery products,kg,0.70,0.38,0.96,0.47,0.11,0.01,2.63,1774,17,58.1,4,Data on inputs and outputs of the food processing industry is modelled using: ADEME (2020r); ARLA (2020b).,It has been assumed that the food processing industry is located in Denmark. Ingredients from a home cooking recipe (ARLA 2020b). Manufacturing estimated as baking from Agribalyse database (ADEME 2020r). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000171,Fa0270,Pa046,Ma0332,Bread/bakery products,Brød/bageartikler,10000171,Cakes – Sweet (Perishable),50000000,Food/Beverage/Tobacco,50180000,Bread/Bakery Products,50182000,Sweet Bakery Products,
